SKU,Discount %
TWINS00000002,30
TWINS00000003,30
TWINS00000004,30
TWINS00000001,30
TWINS00000025,30
TWINS00000024,30
TWINS00000023,30
TWINS00000022,30
TWINS00000021,30
TWINS00000020,30
TWINS00000019,30
TWINS00000018,30
TWINS00000017,30
TWINS00000016,30
TWINS00000015,30
TWINS00000014,30
TWINS00000013,30
TWINS00000012,30
TWINS00000011,30
TWINS00000010,30
TWINS00000009,30
TWINS00000008,30
TWINS00000007,30
TWINS00000006,30
TWINS00000005,30
